epoch,avg_node,avg_fitness,avg_day,avg_time_process,param_score
10,66.2,0.8997331794631178,10.0,8.02294602394104,0.3456238339955737
25,66.0,0.8994267969419305,10.0,18.393947982788085,0.2877086546146575
50,66.8,0.9005330915992994,10.0,36.19366459846496,0.4220420918894332
75,66.8,0.9018228988967218,10.0,53.86894421577453,0.514561767054185
100,65.6,0.901897738452704,10.0,73.25349907875061,0.4049406008855725
150,65.6,0.9018118077728736,10.0,109.94733262062073,0.3435872957253215
250,69.0,0.8991715086571984,10.0,179.5750325679779,0.25
