max_tour,avg_node,avg_fitness,avg_day,avg_time_process,param_score
5,4.0,0.3333333333333333,1.0,2.980334997177124,0.75
15,13.0,0.33072463768115934,2.0,11.463935470581054,0.7357843057759075
30,27.6,0.320231884057971,5.0,37.10559735298157,0.6414479581226012
45,43.2,0.31315230810520667,8.8,75.07460837364196,0.5532585388116822
60,58.2,0.3095493652884957,11.6,131.07297172546387,0.4871926707508335
75,73.6,0.2974198901541293,15.6,209.19622392654418,0.32962107248365
100,98.0,0.29897989175838147,19.6,326.7126832485199,0.26085945446993175
