epoch,avg_node,avg_fitness,avg_day,avg_time_process,param_score
10,66.2,0.8998475625916063,10.0,39.43602313995361,0.3437500000000008
25,65.8,0.902757865626515,10.0,98.49105181694031,0.392505277632625
50,65.6,0.9044271647805175,10.0,204.93733921051026,0.404717741985566
75,67.2,0.9016680077899257,10.0,290.9795588493347,0.5094111797731488
100,67.2,0.9025336749564365,10.0,373.10706596374513,0.5243990529327852
150,65.6,0.9055399317600653,10.0,561.9828915596008,0.35346303733783924
250,66.8,0.9035145164230538,10.0,930.9293005466461,0.3485469087179828
