epoch,avg_node,avg_fitness,avg_day,avg_time_process,param_score
10,97.4,0.8415133898537948,17.2,47.247042942047116,0.8096099139483015
25,98.0,0.8374138818088189,17.4,116.00186033248902,0.7443539134365025
50,98.0,0.8383021423407591,17.2,229.3876193523407,0.8012308725558545
75,98.0,0.8391904825957323,18.0,359.67626385688783,0.604298878685011
100,97.0,0.8426190906488744,17.8,471.90834827423095,0.5042322301576503
150,98.0,0.8357752033044383,18.2,708.3556038856507,0.35090967387356276
250,98.0,0.8370871862037028,17.8,1155.8175621032715,0.3979253541604205
