max_tour,avg_node,avg_fitness,avg_day,avg_time_process,param_score
5,4.0,0.28961139061307595,1.0,0.19885554313659667,0.75
8,6.4,0.28813692769809723,1.0,0.38579506874084474,0.6512472321488596
10,9.6,0.2586244278647506,2.0,0.439757251739502,0.25
